id,slug,titleJa,prompt,generatedAt,generationCount,regenerationReasons,sourceFile,checksum,reviewedAt,reviewer,anatomyQa,ppeQa,equipmentQa,marketFitQa,textFreeQa,stickFigureQa,svgPersonQa,externalLogoQa,themeMatchQa,textSpaceQa,rightsStatus,publishStatus
"S087","work-radius-no-entry","作業半径内立入禁止","日本の建設現場の安全看板用イラスト。テーマは「作業半径内立入禁止」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","2","Initial candidate contained embedded Japanese text, an arrow, and a unit symbol.","public/safety-images/library/originals/work-radius-no-entry.png","f10136e9fb5c1caeabddf04aad21552c954ccccbb9e675a2eef2267038f306b7","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","not-applicable","not-applicable","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S088","accident-free-record","無災害記録表","日本の建設現場の安全看板用イラスト。テーマは「無災害記録表」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","2","Initial candidate showed visibly dangling unattached harnesses.","public/safety-images/library/originals/accident-free-record.png","9ed24b1d8477425780a0970f36802b107f022767b93b74398b7ce7dd23488f02","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S089","emergency-contact","緊急連絡表","日本の建設現場の安全看板用イラスト。テーマは「緊急連絡表」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/emergency-contact.png","36efa2b074e6c0722264d29c606317e94e027b70bc7d1ba5eaf33c6913389e2b","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S090","fire-safety-manager","火元責任者","日本の建設現場の安全看板用イラスト。テーマは「火元責任者」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/fire-safety-manager.png","3a2c37ca549358947e10a3e9b0dc20da289b5f16090f4c1afd242c05fdde2611","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S091","heat-illness-alert","熱中症注意","日本の建設現場の健康警戒看板用、テーマは「熱中症警戒」。強い日差しの下で成人作業員が日陰へ移り水分を取る縦長構図とし、暑さが一目で分かり広い余白を残す。写実寄りの鮮明なデジタルイラスト、太い輪郭、高コントラスト、簡潔な背景、文字・数字・ロゴなし。","2026-08-27T17:43:23.216Z","1","","public/safety-images/library/originals/heat-illness-alert.png","1660e74eef8e364e9e80fb3e61b40cf8cbc6118480e6e10e6a8006b51a995982","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","not-applicable","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S092","wbgt-display","WBGT表示","日本の建設現場の安全看板用イラスト。テーマは「WBGT表示」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","2","Initial candidate used an inconsistent photorealistic style.","public/safety-images/library/originals/wbgt-display.png","09ba03ee0a0b845dd992851596c95f41237d95f9cb144aa05890d30ba0549134","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S093","heat-illness-prevention","熱中症予防","日本の建設現場の安全看板用イラスト。テーマは「熱中症予防」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/heat-illness-prevention.png","fbe45158c9739cac6b3d7ba9bf225138f90dd801077c2a4365006b7813a34106","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S094","evacuation-exit","避難口","日本の建設現場の安全看板用イラスト。テーマは「避難口」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","2","Initial candidate used an inconsistent photorealistic multi-person scene.","public/safety-images/library/originals/evacuation-exit.png","2b40d2dc2b3090f66900ab14d4bab2c4f88dd26cc97e1a710dc72904e4e714cf","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S095","first-aid-station","救護所","日本の建設現場の安全看板用イラスト。テーマは「救護所」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","2","Initial candidate contained a medical cross symbol and an unnecessary person.","public/safety-images/library/originals/first-aid-station.png","f557752625cf8137d1854f3554c0511571a67fca9281182215a36d9d5bff6443","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","not-applicable","not-applicable","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S096","first-aid-kit","救急箱","日本の建設現場の安全看板用イラスト。テーマは「救急箱」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","2","Initial candidate used an inconsistent photorealistic product style.","public/safety-images/library/originals/first-aid-kit.png","cf3ef6067da2a305bcd7931a255ce2c985df6fe4255408c56cb8c6cac3be9475","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","not-applicable","not-applicable","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S097","emergency-exit","非常口","日本の建設現場の安全看板用イラスト。テーマは「非常口」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","2","Initial candidate used an inconsistent photorealistic scene and distracting equipment.","public/safety-images/library/originals/emergency-exit.png","b30de7b93148b39dc5db999327740ded4fbf48280843cc77ad4e3f843205ecf1","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","not-applicable","not-applicable","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S098","aed-location","AED設置場所","日本の建設現場の安全看板用イラスト。テーマは「AED設置場所」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","2","Initial candidate contained body diagrams and control symbols that could be mistaken for instructions.","public/safety-images/library/originals/aed-location.png","aabbeb26ada8db040c786d876dd93fbb63be45579d3139140bef5109c0b31206","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","not-applicable","not-applicable","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S099","stretcher-location","担架","日本の建設現場の安全看板用イラスト。テーマは「担架」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/stretcher-location.png","8aae7e664554f5c780b5a96c6a7cd86868558c6fb8edaa2e91fe445d01aaade3","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","not-applicable","not-applicable","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S100","fire-extinguisher-location","消火器","日本の建設現場の安全看板用イラスト。テーマは「消火器」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/fire-extinguisher-location.png","24a8814973969fd5e637ca910be3bffa73ec55aab3c8de39955684a5004a32f0","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","not-applicable","not-applicable","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
